schid,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,fr_catmn,fr_lvel,fr_size,fr_urban
1621,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,4,3,4,4,4,3,4,5,1,1,1,1,1,2,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,161,0,0,0,5,4,0,12,10,10,60,70,6,5,0,5,0,3,0,3,3,95,34,108,8,17,52,29,15,0,0,2,192,0,0,0,10,7,0,1,1,0,10,5,0,0,2,3,4,3
1623,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,4,5,3,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,4,4,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,48,0,0,0,48,0,5,3,10,2,83,90,7,9,0,10,0,6,0,4,3,94,207,164,6,92,50,45,87,0,0,0,92,1,1,5,14,9,2,1,14,12,15,48,0,0,3,3,4,1
1624,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,2,3,3,2,2,3,2,3,3,2,2,5,4,4,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,5,0,0,0,5,0,0,7,8,0,95,97,8,7,0,6,0,6,2,4,2,95,71,198,7,29,26,2,26,3,0,0,29,1,1,0,21,1,0,0,0,6,18,5,0,3,4,3,4,1
1625,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,-1,2,1,1,1,1,2,1,1,2,1,1,2,3,4,3,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,3,1,3,3,3,3,3,2,2,2,1,2,2,2,2,5,3,5,5,5,4,5,5,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,0,0,0,2,0,2,1,10,20,40,50,0,8,0,4,2,2,4,3,3,92,10,3,5,4,10,6,4,0,0,0,4,0,0,0,7,3,0,0,0,0,2,2,0,0,3,1,2,2
1626,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,3,3,3,3,2,2,4,1,4,4,4,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,0,1,0,0,0,1,3,10,0,80,75,7,7,2,3,0,2,1,3,3,95,30,30,8,6,6,0,5,0,1,0,6,0,0,1,5,0,0,0,0,0,5,1,0,2,2,2,3,4
1627,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,4,4,3,1,1,1,2,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,4,3,4,4,5,4,5,5,2,-1,1,2,1,2,1,2,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,19,2,90,95,8,10,0,12,6,4,2,3,3,100,58,18,7,8,23,6,4,4,0,0,8,0,0,0,14,1,0,1,0,3,4,0,0,0,2,2,3,2
1628,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,1,1,2,1,1,2,1,2,2,3,3,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,5,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,15,0,0,0,15,0,2,7,8,4,94,94,6,7,0,8,0,4,0,3,3,97,45,79,6,67,70,25,53,12,0,0,66,1,1,2,25,1,0,9,15,3,25,15,0,2,4,3,4,2
1629,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,3,1,3,3,3,3,2,1,2,3,1,3,1,2,2,3,2,4,3,5,3,3,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,220,0,0,0,37,0,26,42,30,11,35,75,9,10,0,9,0,5,1,2,2,92,44,47,7,136,47,47,110,0,1,0,293,1,1,26,25,25,0,0,10,0,89,37,0,0,3,2,3,1
1630,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,3,3,1,3,1,1,1,2,2,2,2,2,1,5,1,4,5,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,225,0,12,0,225,1,12,31,12,30,60,60,4,17,0,12,1,4,0,2,2,93,58,140,7,328,55,25,315,0,5,1,316,0,0,12,30,5,0,1,10,2,78,237,5,4,4,3,4,3
1631,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,4,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,4,4,5,4,5,5,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,2,-1,2,0,0,0,2,0,0,0,5,10,95,65,7,3,1,5,0,1,1,3,3,95,18,29,6,8,11,6,4,4,0,0,8,0,0,0,2,2,0,1,3,0,2,2,0,0,1,3,3,3
1633,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,4,4,3,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,2,3,2,2,3,3,2,3,2,2,2,5,4,4,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,0,0,0,0,0,0,0,2,30,0,55,80,12,2,1,4,0,1,0,1,2,96,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4
1634,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,3,3,3,1,1,1,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,3,3,3,3,3,1,3,3,3,3,3,2,2,2,1,1,3,2,2,4,5,2,-1,1,1,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,76,0,11,6,53,0,15,39,10,25,50,50,4,4,0,8,0,3,1,3,3,95,96,82,7,185,124,28,139,33,5,0,191,0,0,13,114,20,0,1,0,0,114,70,1,4,4,2,3,2
1635,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,3,2,2,3,3,3,3,3,3,3,2,3,3,2,2,5,4,5,5,5,5,5,5,1,2,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,16,8,15,50,80,8,3,0,1,0,4,2,3,3,93,135,136,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1
1636,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,3,3,1,3,2,1,1,1,2,2,4,1,3,2,3,2,2,4,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,334,0,0,52,282,16,9,3,16,2,80,79,6,11,0,2,0,6,0,4,2,94,139,277,8,425,87,51,284,125,4,14,410,2,2,2,58,24,2,3,30,1,55,334,1,4,3,3,4,4
1637,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,4,5,4,5,5,2,-1,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,75,0,0,0,75,0,0,3,19,0,50,75,5,8,1,2,0,4,2,3,3,91,40,38,6,99,19,12,86,13,0,0,99,0,0,0,9,5,0,1,1,4,18,75,0,0,2,3,3,4
1639,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,4,3,4,4,5,2,5,5,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,200,0,0,0,200,0,3,2,11,1,85,95,7,24,0,12,0,7,0,3,3,93,58,75,4,273,134,121,220,50,1,0,273,0,0,3,54,41,0,3,40,5,25,200,0,3,2,3,4,1
1640,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,2,3,3,2,2,3,2,3,3,2,2,5,4,4,4,5,3,4,5,2,-1,1,1,1,2,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,54,0,0,0,34,0,0,0,16,2,90,75,7,9,0,12,0,3,0,3,3,95,41,29,8,173,12,3,170,3,0,0,193,0,0,0,6,0,0,0,0,0,139,34,0,5,4,2,3,2
1642,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,-1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,3,3,3,3,2,2,3,2,2,2,2,2,5,1,5,4,5,5,3,5,1,2,2,-1,1,2,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,50,0,0,0,50,0,0,15,20,40,50,85,7,17,0,2,0,9,0,2,2,85,25,100,6,68,66,34,50,18,1,0,68,1,1,0,44,17,0,0,3,0,15,50,16,1,4,3,4,1
1645,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,3,2,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,4,4,4,1,4,1,4,5,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,85,0,0,0,85,1,26,87,15,3,75,85,6,13,0,9,0,5,0,3,3,81,433,248,5,168,193,170,94,48,2,0,142,0,0,26,153,130,0,0,18,18,47,85,4,1,3,3,4,2
1646,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,-1,1,2,2,2,2,-1,2,2,1,2,1,1,2,1,2,2,2,1,4,4,4,4,1,2,2,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,2,2,2,2,3,2,1,2,3,3,3,3,2,2,4,3,4,5,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,1,1,2,-1,5,0,0,0,5,0,0,1,9,0,80,75,2,3,2,3,2,0,0,4,2,94,4,4,3,10,7,2,10,0,0,0,10,0,0,0,4,0,0,1,0,0,4,5,0,0,2,1,2,1
1647,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,4,4,4,1,2,2,2,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,3,2,3,2,3,3,2,3,3,2,3,2,2,2,4,3,4,4,5,4,5,5,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,20,15,35,60,75,4,2,2,1,0,1,1,3,3,95,10,10,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3
1648,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,4,2,4,2,5,4,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,68,0,10,0,250,0,16,6,10,30,50,90,10,11,0,4,2,2,0,4,3,9,213,180,7,447,57,48,431,0,2,0,115,1,1,16,30,23,0,0,9,0,178,260,3,0,4,2,4,2
1649,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,-1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,3,4,2,5,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,5,5,4,5,1,2,1,1,1,2,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,41,0,0,9,32,0,0,1,16,1,42,75,3,3,1,0,0,2,0,3,3,93,138,11,5,53,15,14,42,11,0,0,51,0,0,0,5,5,0,0,0,2,10,41,0,2,3,3,3,4
1650,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,4,4,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,2,2,3,2,3,3,3,2,3,1,3,3,2,2,4,4,4,4,4,4,5,5,1,2,1,2,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,64,0,1,3,60,0,2,1,10,6,60,70,6,6,0,5,2,4,1,3,3,96,4,19,5,94,45,32,70,22,0,0,94,0,0,2,10,10,0,0,9,7,14,64,0,0,2,3,4,4
1651,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,3,1,3,1,1,1,3,3,1,3,1,2,2,2,2,4,3,4,4,4,4,5,5,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,56,10,81,20,20,0,3,0,5,0,1,1,1,1,93,40,22,3,0,20,12,0,0,0,0,2,7,3,0,11,3,0,0,0,0,0,0,0,3,4,1,2,1
1653,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,4,4,3,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,4,4,4,5,5,5,5,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,2,1,0,0,0,1,0,1,8,11,7,90,99,6,7,0,17,0,3,1,3,3,96,44,5,6,33,38,2,31,1,0,0,33,0,0,1,36,1,0,0,0,0,32,1,0,0,3,2,3,2
1654,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,4,4,3,3,1,2,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,1,2,2,-1,1,2,2,-1,1,1,1,2,1,2,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,1,1,1,1,3,0,0,0,3,0,0,2,5,0,100,100,4,2,0,1,0,1,1,3,3,96,10,10,6,4,26,0,4,0,0,0,4,0,0,0,25,0,0,0,0,0,1,3,0,0,2,1,3,2
1655,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,1,3,2,3,2,1,3,3,1,2,2,2,2,4,3,5,4,4,3,5,5,2,-1,2,-1,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,2,-1,1,1,2,-1,57,0,0,0,57,0,0,3,12,18,50,50,1,6,0,6,0,1,1,2,2,95,57,48,7,67,24,0,67,0,0,0,67,1,0,0,18,0,0,0,0,0,10,57,0,0,4,1,3,4
1657,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,-1,2,-1,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,3,1,1,1,1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,4,4,5,2,5,5,2,-1,2,-1,1,2,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,14,0,0,0,14,0,0,0,21,10,75,80,6,4,0,14,0,3,0,3,3,94,32,40,4,24,18,12,14,10,1,0,24,0,0,0,7,4,0,6,1,0,3,14,0,0,1,3,3,4
1659,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,2,1,2,1,1,2,4,4,3,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,3,3,3,2,3,3,2,2,4,4,5,5,5,4,5,5,1,2,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,2,1,2,1,1,1,2,1,1,1,2,6,0,0,0,6,0,4,46,7,15,15,80,5,6,0,8,0,2,0,2,2,95,25,15,7,10,6,0,10,0,0,0,10,0,0,0,2,0,0,0,0,0,4,6,0,1,4,1,3,1
1661,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,-1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,4,4,4,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,5,2,1,2,5,5,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,2,1,1,1,2,2,-1,0,0,0,0,0,0,0,50,4,0,20,95,6,0,1,0,0,1,0,1,2,91,25,10,5,10,6,0,5,5,3,0,5,0,0,0,6,0,0,0,0,0,10,0,2,2,4,1,2,1
1662,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,4,4,4,3,5,2,-1,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,5,0,0,1,4,0,5,33,24,50,50,50,4,5,0,8,2,1,0,2,3,97,46,49,4,29,62,46,20,8,2,0,29,1,1,1,41,25,0,0,2,2,20,5,5,1,4,2,3,1
1663,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,1,-1,2,1,1,1,1,1,2,1,1,2,1,1,4,4,4,3,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,3,2,3,3,3,2,2,1,3,3,2,3,3,2,2,4,3,4,4,5,2,4,5,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,151,0,0,47,104,4,0,8,10,10,43,77,6,5,0,2,7,3,0,3,3,94,3,3,5,230,100,17,151,75,1,4,230,1,0,0,76,7,0,1,7,3,68,151,0,3,3,2,4,2
