schid,c0014_r,c0016_r,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,c0578,c0578_dd,c0578_mm,c0578_yy,c0580,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,strata,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,sec_ft,sec_pt,fr_catmn,fr_lvel,fr_size,fr_urban,finalwgt,repwgt1,repwgt2,repwgt3,repwgt4,repwgt5,repwgt6,repwgt7,repwgt8,repwgt9,repwgt10,repwgt11,repwgt12,repwgt13,repwgt14,repwgt15,repwgt16,repwgt17,repwgt18,repwgt19,repwgt20,repwgt21,repwgt22,repwgt23,repwgt24,repwgt25,repwgt26,repwgt27,repwgt28,repwgt29,repwgt30,repwgt31,repwgt32,repwgt33,repwgt34,repwgt35,repwgt36,repwgt37,repwgt38,repwgt39,repwgt40,repwgt41,repwgt42,repwgt43,repwgt44,repwgt45,repwgt46,repwgt47,repwgt48,repwgt49,repwgt50,ic0110,ic0112,ic0114,ic0116,ic0120,ic0122,ic0124,ic0126,ic0128,ic0130,ic0132,ic0134,ic0136,ic0138,ic0140,ic0141,ic0142,ic0143,ic0144,ic0146,ic0148,ic0150,ic0152,ic0154,ic0156,ic0158,ic0160,ic0162,ic0164,ic0166,ic0168,ic0169,ic0170,ic0171,ic0172,ic0173,ic0174,ic0176,ic0178,ic0180,ic0182,ic0184,ic0186,ic0188,ic0190,ic0192,ic0194,ic0196,ic0198,ic0200,ic0202,ic0204,ic0206,ic0208,ic0210,ic0212,ic0214,ic0216,ic0218,ic0220,ic0222,ic0224,ic0226,ic0228,ic0230,ic0244,ic0246,ic0248,ic0250,ic0252,ic0254,ic0256,ic0258,ic0260,ic0262,ic0264,ic0266,ic0268,ic0270,ic0272,ic0274,ic0276,ic0280,ic0282,ic0284,ic0286,ic0288,ic0290,ic0292,ic0294,ic0296,ic0298,ic0300,ic0302,ic0304,ic0306,ic0308,ic0374,ic0376,ic0378,ic0380,ic0382,ic0384,ic0386,ic0388,ic0390,ic0392,ic0394,ic0396,ic0398,ic0400,ic0402,ic0404,ic0406,ic0408,ic0410,ic0412,ic0414,ic0416,ic0418,ic0420,ic0422,ic0424,ic0426,ic0428,ic0430,ic0432,ic0434,ic0436,ic0438,ic0440,ic0442,ic0444,ic0446,ic0448,ic0450,ic0452,ic0454,ic0456,ic0508,ic0510,ic0512,ic0514,ic0516,ic0518,ic0520,ic0526,ic0528,ic0532,ic0534,ic0536,ic0538,ic0540,ic0542,ic0544,ic0546,ic0556,ic0558,ic0560,ic0562,ic0568,ic0570,ic0572
1491,1,11,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,-1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,2,2,2,3,1,2,1,1,1,5,5,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,7,0,0,0,7,0,6,0,13,2,25,50,9,7,3,3,0,2,0,1,3,94,92,92,3132008,13,3,2008,150,6,60,65,5,17,37,5,0,233,60,0,0,6,60,0,0,0,4,0,49,7,0,0,-1,-1,2,2,3,3,16.45744,16.7729,16.74615,16.73779,16.7635,16.67939,16.71225,16.86956,16.77092,16.65294,16.99755,16.61322,16.79812,16.67989,16.89351,16.49021,0,16.98519,17.14272,16.69559,16.68777,16.57236,16.83296,16.82616,16.94224,16.93169,16.92427,16.80854,16.86713,16.90503,16.66267,16.81775,16.69546,16.8602,16.85292,16.86504,16.73207,16.66991,16.87532,16.76391,16.94132,16.92534,16.80247,16.88376,16.68003,16.71084,16.73851,16.66232,16.71359,16.77048,16.8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1492,2,6,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,-1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,3,2,2,2,1,1,3,1,2,2,2,2,1,1,1,2,2,1,4,5,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,200,0,4,19,153,0,5,2,10,10,85,85,8,8,0,7,0,3,1,4,3,93,60,60,3062008,6,3,2008,90,5,222,123,59,153,64,6,0,344,244,0,0,5,65,30,0,0,11,10,25,176,0,1,3,0,1,3,4,4,9.440909,9.678696,9.653446,9.47219,9.59786,9.726469,9.627918,9.803775,9.593218,9.734076,9.502071,9.583118,9.639269,9.609776,9.398249,9.563393,9.53048,9.66934,9.617336,9.6719,9.605018,9.530238,9.503605,9.688227,9.616331,9.647689,9.607587,9.677303,9.55182,9.664808,9.71116,9.662301,9.622065,9.673131,9.53878,9.583541,9.725538,9.782649,9.72787,0,9.580132,9.749712,9.807472,9.794879,9.689345,9.665555,9.509591,9.667923,9.643638,9.60224,9.49695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,1,14,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,3,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,5,4,4,4,5,5,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1700,0,0,179,1293,6,4,6,11,5,25,65,7,10,0,7,0,4,0,4,2,90,131,89,5142008,14,5,2008,65,7,1550,102,0,1336,204,0,6,244,1777,0,0,4,56,0,0,5,10,7,56,1472,0,0,2,0,4,2,4,4,10.42229,10.55868,10.54154,10.61174,10.67843,10.67371,10.53857,10.62515,10.53693,10.62533,10.49345,10.48199,10.55516,10.57434,10.66211,10.61452,10.71871,10.70174,10.604,10.54746,10.7118,10.54798,10.5372,10.62637,10.68242,10.86879,10.69896,10.8103,10.48697,10.52312,10.60704,10.63696,10.43722,10.71097,10.55557,10.52277,10.60708,10.65109,10.92135,10.66401,10.70271,0,10.64093,10.73406,10.83672,10.64986,10.78481,10.65155,10.61692,10.59813,10.77477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,1,3,1,3,3,3,2,2,5,1,5,1,1,4,5,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,2,-1,38,0,0,0,31,0,8,3,32,5,90,100,4,4,0,3,0,2,0,4,2,85,24,42,5302008,30,5,2008,29,4,57,30,1,49,0,3,0,223,62,0,0,8,29,0,0,0,0,0,26,31,0,1,1,0,4,2,2,3,19.22644,19.52809,19.59581,19.69796,19.61633,19.47294,19.73328,19.73204,19.71548,19.6084,19.72204,19.65941,19.79018,19.03252,19.71726,19.52632,19.67199,19.27238,19.76583,19.76746,19.56957,19.60306,19.29949,19.55744,19.60872,19.84637,19.56605,19.35384,19.56543,19.63087,0,19.70003,19.54474,19.38581,19.47783,19.75647,19.65497,19.70809,19.52773,19.83078,19.79506,19.74278,19.84847,19.72322,19.42946,19.66854,19.77844,19.82758,19.6441,19.57518,19.30827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,11,18
1495,4,9,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,2,2,2,3,1,1,1,2,2,4,2,3,2,2,2,5,5,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,342,0,0,4,5,0,4,0,1,15,79,75,6,11,0,2,0,5,0,4,3,85,91,135,3192008,19,3,2008,75,8,28,45,5,15,10,4,0,342,356,0,0,3,14,3,0,6,3,0,10,9,0,1,7,0,2,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,9.924921,10.00344,9.918057,10.10029,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,10.11654,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,10.00583,0,9.99956,9.865582,9.936089,10.01967,9.92279,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1,10,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,-1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,3,3,1,3,1,3,2,3,3,3,3,3,3,2,2,5,3,3,4,4,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,100,0,0,0,0,0,40,20,10,2,50,75,8,3,1,3,3,3,0,2,2,95,10,123,2292008,29,2,2008,21,4,28,57,39,0,0,0,0,231,135,0,0,28,17,3,0,0,10,10,8,0,0,0,2,1,4,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,0,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,10,0,0,0,0,18
1498,2,11,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,3,2,1,3,1,1,1,1,2,2,1,1,1,4,4,3,2,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,35,0,0,25,10,0,6,15,22,9,30,50,5,5,0,5,0,4,2,2,2,93,100,25,2222008,22,2,2008,20,6,170,41,35,115,49,4,0,341,167,0,0,6,8,8,120,0,5,0,10,35,20,1,3,2,3,3,4,1,9.098795,9.366619,9.196525,9.332659,9.288548,9.292748,9.307448,9.311207,9.363542,9.288691,9.284163,9.332199,9.299424,9.287636,9.330816,9.319927,9.220969,9.283726,9.297361,9.321715,9.241516,9.368225,9.214739,9.18898,9.22107,9.248509,9.245387,9.291862,0,9.274752,9.332871,9.248027,9.287498,9.241836,9.205149,9.281322,9.293133,9.239961,9.254917,9.315234,9.238841,9.242147,9.258463,9.268575,9.165812,9.210179,9.366594,9.306567,9.324688,9.438241,9.340895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,2,10,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,2,3,3,1,3,3,2,2,2,2,2,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,0,0,0,0,0,3,12,13,5,30,70,80,4,11,0,0,8,4,0,4,2,95,0,183,3102008,10,3,2008,95,5,60,105,51,2,52,0,1,343,52,0,0,5,47,47,0,6,0,3,51,0,0,1,4,0,4,3,4,3,9.505251,9.641685,9.556112,9.640381,9.587222,9.706503,9.706676,9.778427,9.51462,9.567562,9.585938,9.609075,9.659569,9.607064,9.565618,9.497341,9.597249,9.744404,9.829165,9.694538,9.737027,0,9.847067,9.708878,9.859257,9.76749,9.658072,9.819284,9.784084,9.857598,9.871751,9.887008,9.858873,9.792089,9.878514,9.835279,9.6182,9.718545,9.673883,9.745946,9.671775,9.738745,9.69417,9.634333,9.61402,9.516599,9.757761,9.663566,9.584628,9.65997,9.791254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1500,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,4,4,3,1,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,3,2,2,2,3,2,2,3,1,3,2,3,3,2,2,5,4,5,5,5,5,5,5,1,2,1,2,1,2,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,0,0,0,1,0,0,4,9,8,75,95,5,1,0,0,0,0,0,3,3,90,30,26,3172008,17,3,2008,40,7,8,14,0,8,0,0,0,112,8,0,0,0,14,0,0,0,0,0,7,1,0,0,-1,-1,3,1,1,2,103.8982,107.2094,105.6398,107.5287,107.5134,106.2583,106.7101,106.3344,106.3584,106.6041,105.7326,106.9548,105.2536,104.0817,106.624,107.3133,105.479,106.5041,106.1604,105.9479,104.8662,106.2432,105.2758,106.5399,105.1413,105.5555,105.886,107.3753,106.9743,106.2051,105.8545,104.839,107.283,106.3376,105.3143,105.6746,105.7584,106.8329,106.3263,106.5421,105.44,106.3334,105.985,105.2135,104.8995,103.6508,105.1777,107.2952,0,106.4847,104.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,1,7,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,4,3,4,4,5,3,4,5,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,204,0,3,20,157,0,3,11,13,15,69,90,7,14,0,0,11 or more,9,1,4,3,94,609,508,4252008,25,4,2008,,6,180,0,0,157,20,0,0,342,204,0,0,3,0,0,0,0,0,0,0,180,0,6,8,0,4,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,9.924921,10.00344,9.918057,10.10029,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,10.11654,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,0,10.04165,9.99956,9.865582,9.936089,10.01967,9.92279,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,14,14,14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,1,22,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,-1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,4,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,3,3,3,3,3,3,2,3,2,3,3,2,2,4,1,4,3,4,4,4,4,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,336,0,0,0,336,0,0,8,11,41,60,90,7,7,0,1,3,4,0,2,2,94,17,43,,,,2008,,5,489,145,27,488,1,1,0,233,489,0,0,0,133,21,0,0,1,8,144,336,0,0,3,0,4,2,3,3,16.20649,16.58359,16.54037,16.22018,16.27396,16.42397,16.51731,16.56066,16.60515,16.58984,16.84929,16.36854,16.5771,16.50854,16.71744,16.4128,16.58944,0,16.87289,16.53158,16.51358,16.38356,16.6485,16.64761,16.81096,16.29163,16.55227,16.4584,16.65319,16.65599,16.72587,16.503,16.72451,16.67626,16.49718,16.57132,16.73598,16.29152,16.43215,16.6007,16.62275,16.48076,16.40875,16.69655,16.42974,16.24637,16.42124,16.43576,16.3987,16.3684,16.51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,4,4,4,3,5,2,5,5,2,-1,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,19,0,0,0,19,0,1,1,8,8,40,25,8,6,0,6,0,2,1,3,3,94,105,136,3112008,11,3,2008,60,6,61,52,7,47,13,1,0,331,61,0,0,1,31,2,0,0,8,8,26,19,0,1,0,1,2,3,3,1,11.01925,10.99493,11.53386,11.59917,11.66889,10.89778,11.16155,11.3301,11.38327,11.17565,11.28428,11.23243,11.41804,11.32653,11.36838,11.59597,11.40496,11.27524,11.28313,11.41376,11.2872,11.37227,11.04414,11.09686,11.09359,11.20311,11.1304,11.12999,11.30952,11.16915,11.06288,11.27315,11.05768,11.32576,10.85098,10.88077,11.34997,11.27085,11.25505,10.90396,11.28426,10.74887,11.12541,11.24678,11.14181,11.30254,11.3215,11.24437,0,11.69926,11.37422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
